Fixtures,,,,,,,,NIF,Collide,,On
ID,NIF #,Textual Name,X,Y,Z,A,Scale,Collide,Radius,Animate,Ground,Flip,Cave,Unique ID,3D Angle,3D Axis X,3D Axis Y,3D Axis Z,Variation,Primary Tint,Secondary Tint,FarDraw,Interior,Keep Status,Mount,Too Steep
495,647,em_rockface_01 (Instance 2),25050.33,41700.14,6942.13,105,100,2048,0,0,0,0,0,1655,1.872657,0.232918,0.245458,-0.941010,,0,0,0,0,0,0,0
496,646,em_rockface_00 (Instance 2),25067.44,41251.50,6893.76,105,100,2048,0,0,0,0,0,1656,1.872661,0.232921,0.245453,-0.941010,,0,0,0,0,0,0,0
497,647,em_rockface_01 (Instance 3),25301.26,41371.48,6952.99,105,100,2048,0,0,0,0,0,1657,1.872664,0.232925,0.245448,-0.941011,,0,0,0,0,0,0,0
498,648,em_rockface_02 (Instance 3),25630.77,41766.34,7047.01,105,100,2048,0,0,0,0,0,1658,1.872661,0.232921,0.245453,-0.941010,,0,0,0,0,0,0,0
499,646,em_rockface_00 (Instance 3),25445.07,41561.29,6991.91,105,100,2048,0,0,0,0,0,1659,1.872664,0.232925,0.245448,-0.941011,,0,0,0,0,0,0,0
500,644,em_rock_04 (Instance 8),25703.98,41216.69,7026.16,141,100,2048,0,0,0,0,0,1660,2.639889,0.317316,-0.948034,0.023274,,0,0,0,0,0,0,0
501,640,em_rock_00 (Instance 29),25437.44,41232.10,7001.37,292,195,2048,0,0,0,0,0,1661,1.182352,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
502,642,em_rock_02 (Instance 16),25368.11,40754.56,6922.10,294,100,2048,0,0,0,0,0,1662,1.150000,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
503,663,em_shrub02_var00 (Instance 102),25135.20,41482.77,6979.80,51,81,2048,0,0,1,0,0,1663,0.881491,0.000000,0.000000,-1.000000,Name1,0,0,0,0,0,0,0
504,663,em_shrub02_var00 (Instance 103),25394.11,41297.95,7022.26,154,53,2048,0,0,1,0,0,1664,2.685508,0.000000,0.000000,-1.000000,Name1,0,0,0,0,0,0,0
505,663,em_shrub02_var00 (Instance 104),25604.75,40901.54,7019.27,45,54,2048,0,0,1,0,0,1665,0.782929,0.000000,0.000000,-1.000000,Name1,0,0,0,0,0,0,0
506,662,em_shrub01_var00 (Instance 27),25562.98,41376.31,7058.78,75,38,2048,0,0,1,0,0,1666,1.307567,0.000000,0.000000,-1.000000,Name1,0,0,0,0,0,0,0
507,647,em_rockface_01 (Instance 4),23636.50,47665.47,7336.36,146,154,2048,0,0,0,0,0,1667,2.490728,0.121004,0.260929,-0.957744,,0,0,0,0,0,0,0
508,648,em_rockface_02 (Instance 4),22445.45,47528.98,7223.21,137,100,2048,0,0,0,0,0,1668,2.336818,0.105894,0.301212,-0.947659,,0,0,0,0,0,0,0
509,648,em_rockface_02 (Instance 5),22924.14,47229.18,7273.47,137,100,2048,0,0,0,0,0,1669,2.336818,0.105894,0.301212,-0.947659,,0,0,0,0,0,0,0
510,648,em_rockface_02 (Instance 6),22325.99,47984.54,7229.94,125,100,2048,0,0,0,0,0,1670,2.147779,0.141761,0.302646,-0.942502,,0,0,0,0,0,0,0
511,646,em_rockface_00 (Instance 5),22070.34,47884.69,7153.57,116,100,2048,0,0,0,0,0,1672,2.006768,0.170999,0.303519,-0.937356,,0,0,0,0,0,0,0
512,646,em_rockface_00 (Instance 6),22806.99,47814.61,7298.91,137,100,2048,0,0,0,0,0,1673,2.336811,0.105894,0.301211,-0.947659,,0,0,0,0,0,0,0
513,646,em_rockface_00 (Instance 7),22514.17,48660.41,7295.36,110,100,2048,0,0,0,0,0,1674,1.913237,0.191882,0.303983,-0.933154,,0,0,0,0,0,0,0
514,646,em_rockface_00 (Instance 8),23542.84,47293.27,7311.40,137,100,2048,0,0,0,0,0,1675,2.336803,0.105894,0.301210,-0.947660,,0,0,0,0,0,0,0
515,644,em_rock_04 (Instance 9),22654.11,47056.99,7158.28,109,100,2048,0,0,0,0,0,1676,2.844417,0.572118,-0.820094,0.011279,,0,0,0,0,0,0,0
516,641,em_rock_01 (Instance 11),22543.00,48302.79,7357.88,0,154,2048,0,0,0,0,0,1678,0.000000,1.000000,0.000000,0.000000,,0,0,0,0,0,0,0
517,644,em_rock_04 (Instance 10),23084.59,47435.92,7314.87,90,100,2048,0,0,0,0,0,1680,2.826784,0.701146,-0.709051,-0.075107,,0,0,0,0,0,0,0
518,640,em_rock_00 (Instance 30),22979.90,47026.04,7272.64,326,183,2048,0,0,0,0,0,1681,0.806412,-0.203663,0.661424,0.721830,,0,0,0,0,0,0,0
519,640,em_rock_00 (Instance 31),23818.82,47287.43,7353.93,15,241,2048,0,0,0,0,0,1682,0.267456,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
520,641,em_rock_01 (Instance 12),22860.49,47831.00,7414.50,355,100,2048,0,0,0,0,0,1683,0.316109,-0.325558,0.891872,0.313969,,0,0,0,0,0,0,0
521,643,em_rock_03 (Instance 7),21843.54,47807.35,7084.19,0,100,2048,0,0,0,0,0,1684,0.000000,1.000000,0.000000,0.000000,,0,0,0,0,0,0,0
522,490,em_boulder_large_b (Instance 1),22763.26,48224.07,7336.08,6,62,2048,0,0,0,0,0,1685,1.614654,-0.941797,-0.191770,-0.276122,,0,0,0,0,0,0,0
523,490,em_boulder_large_b (Instance 2),23333.77,47084.68,7239.21,265,54,2048,0,0,0,0,0,1686,1.947145,0.508080,0.761797,-0.401896,,0,0,0,0,0,0,0
524,663,em_shrub02_var00 (Instance 105),22737.44,47338.70,7287.52,359,74,2048,0,0,1,0,0,1687,0.016580,0.000000,0.000000,1.000000,Name1,0,0,0,0,0,0,0
525,663,em_shrub02_var00 (Instance 106),23044.33,47070.68,7299.83,31,84,2048,0,0,1,0,0,1688,0.536335,0.000000,0.000000,-1.000000,Name1,0,0,0,0,0,0,0
526,663,em_shrub02_var00 (Instance 107),22142.03,47987.96,7246.49,165,63,2048,0,0,1,0,0,1689,2.882054,0.000000,0.000000,-1.000000,Name1,0,0,0,0,0,0,0
527,662,em_shrub01_var00 (Instance 28),23442.14,47667.86,7416.75,114,81,2048,0,0,1,0,0,1690,1.990209,0.000000,0.000000,-1.000000,Name1,0,0,0,0,0,0,0
528,642,em_rock_02 (Instance 17),15411.04,18839.20,4829.59,228,100,2048,0,0,0,0,0,1692,2.300000,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
529,642,em_rock_02 (Instance 18),14123.83,21716.54,4992.05,180,170,2048,0,0,0,0,0,1694,1.702194,-0.043863,-0.997789,-0.049931,,0,0,0,0,0,0,0
530,642,em_rock_02 (Instance 19),13891.81,21385.41,4948.03,0,162,2048,0,0,0,0,0,1695,1.433186,0.000000,-1.000000,0.000000,,0,0,0,0,0,0,0
531,642,em_rock_02 (Instance 20),14034.61,21542.80,5008.85,294,154,2048,0,0,0,0,0,1696,1.335467,0.328716,0.777488,0.536151,,0,0,0,0,0,0,0
532,640,em_rock_00 (Instance 32),13840.07,21515.60,5081.78,249,136,2048,0,0,0,0,0,1697,1.943038,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
533,640,em_rock_00 (Instance 33),13820.12,21275.35,4994.09,339,215,2048,0,0,0,0,0,1698,1.410732,-0.314852,0.888901,0.332750,,0,0,0,0,0,0,0
534,646,em_rockface_00 (Instance 9),13948.25,21284.04,4977.11,225,46,2048,0,0,0,0,0,1700,2.350000,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
535,640,em_rock_00 (Instance 35),14254.32,21790.35,5010.43,303,135,2048,0,0,0,0,0,1701,1.221505,-0.460610,0.234173,0.856155,,0,0,0,0,0,0,0
536,642,em_rock_02 (Instance 21),13912.65,21688.05,5108.00,46,100,2048,0,0,0,0,0,1702,0.800000,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
537,487,em_boulder_00 (Instance 3),11811.11,13980.21,3822.88,191,100,2048,0,0,0,0,0,1703,2.951498,0.011979,-0.124666,0.992127,,0,0,0,0,0,0,0
538,488,em_boulder_01 (Instance 4),11768.46,14327.10,4257.84,220,100,2048,0,0,0,0,0,1704,2.450000,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
539,645,em_rock_05 (Instance 6),11809.35,14369.98,4209.07,326,100,2048,0,0,0,0,0,1705,0.600000,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
540,643,em_rock_03 (Instance 8),11554.56,14085.84,4015.33,0,100,2048,0,0,0,0,0,1706,0.000000,1.000000,0.000000,0.000000,,0,0,0,0,0,0,0
541,643,em_rock_03 (Instance 9),11671.18,13718.47,3523.13,0,100,2048,0,0,0,0,0,1707,0.000000,1.000000,0.000000,0.000000,,0,0,0,0,0,0,0
542,642,em_rock_02 (Instance 22),12144.11,13707.63,3542.16,0,100,2048,0,0,0,0,0,1708,0.000000,1.000000,0.000000,0.000000,,0,0,0,0,0,0,0
543,641,em_rock_01 (Instance 14),11817.28,13714.99,3507.91,0,100,2048,0,0,0,0,0,1709,0.000000,1.000000,0.000000,0.000000,,0,0,0,0,0,0,0
544,641,em_rock_01 (Instance 15),11984.65,13702.41,3488.95,271,130,2048,0,0,0,0,0,1710,1.590523,-0.199275,-0.242941,0.949352,,0,0,0,0,0,0,0
545,489,em_boulder_large_a (Instance 2),11293.21,14089.62,3912.47,154,92,2048,0,0,0,0,0,1711,2.683186,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
546,684,em_tree05_var00 (Instance 62),10907.79,14504.39,3938.19,117,105,2048,0,0,0,0,0,1712,2.050767,0.091711,-0.148808,-0.984604,,0,0,0,0,0,0,0
547,683,em_tree04_var00 (Instance 99),10853.18,14310.51,3896.72,93,80,2048,0,0,0,0,0,1713,1.628371,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
548,490,em_boulder_large_b (Instance 3),10961.35,13647.34,3627.51,326,100,2048,0,0,0,0,0,1714,0.729319,-0.403945,0.341523,0.848641,,0,0,0,0,0,0,0
549,641,em_rock_01 (Instance 16),10881.00,13253.62,3460.29,328,162,2048,0,0,0,0,0,1717,0.907406,0.756258,-0.010902,0.654182,,0,0,0,0,0,0,0
550,645,em_rock_05 (Instance 5),27614.07,50122.19,7797.28,86,100,2048,0,0,0,0,0,1720,1.953723,0.529866,0.568772,-0.629079,,0,0,0,0,0,0,0
551,642,em_rock_02 (Instance 23),27560.93,49949.27,7691.83,0,100,2048,0,0,0,0,0,1721,0.254925,-0.980474,-0.195113,-0.024517,,0,0,0,0,0,0,0
552,640,em_rock_00 (Instance 36),27428.93,50063.65,7711.90,239,120,2048,0,0,0,0,0,1724,2.033728,-0.215414,0.462246,0.860189,,0,0,0,0,0,0,0
553,643,em_rock_03 (Instance 7),27423.38,50175.04,7686.06,360,78,2048,0,0,0,0,0,1725,0.581476,-0.853368,0.505103,0.128974,,0,0,0,0,0,0,0
554,642,em_rock_02 (Instance 24),27862.48,50069.78,7750.30,0,100,2048,0,0,0,0,0,1726,0.000000,1.000000,0.000000,0.000000,,0,0,0,0,0,0,0
555,662,em_shrub01_var00 (Instance 30),15908.85,49109.97,6528.00,321,83,2048,0,0,1,0,0,1798,0.685374,0.000000,0.000000,1.000000,Name1,0,0,0,0,0,0,0
556,640,em_rock_00 (Instance 52),23897.52,31008.05,5661.74,59,193,2048,0,0,0,0,0,1809,1.115863,-0.348730,0.043900,-0.936194,,0,0,0,0,0,0,0
557,643,em_rock_03 (Instance 12),23207.40,29493.54,5286.76,327,100,2048,0,0,0,0,0,1810,0.649531,-0.148168,-0.525143,0.838016,,0,0,0,0,0,0,0
558,641,em_rock_01 (Instance 27),23145.59,29901.38,5284.16,360,100,2048,0,0,0,0,0,1811,0.100000,-0.000000,-1.000000,0.000000,,0,0,0,0,0,0,0
559,597,em_fence01_piece03 (Instance 3),22524.28,27423.80,5188.16,23,100,2048,0,0,0,0,0,1821,0.400000,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
560,600,em_fence01_piece06 (Instance 2),22415.75,27377.88,5188.16,23,100,2048,0,0,0,0,0,1824,0.400000,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
561,602,em_fence01_piece08 (Instance 3),22202.97,27785.26,5199.56,23,100,2048,0,0,0,0,0,1825,0.400032,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
562,599,em_fence01_piece05 (Instance 4),22684.34,27490.52,5188.16,23,100,2048,0,0,0,0,0,1826,0.400011,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
563,596,em_fence01_piece02 (Instance 3),22290.22,27822.15,5199.56,23,100,2048,0,0,0,0,0,1828,0.400021,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
564,598,em_fence01_piece04 (Instance 4),22456.07,27891.83,5199.56,23,100,2048,0,0,0,0,0,1830,0.400011,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
565,644,em_rock_04 (Instance 17),32778.20,21332.51,5011.77,122,100,2048,0,0,0,0,0,1853,2.929694,-0.478616,0.876100,-0.058098,,0,0,0,0,0,0,0
566,642,em_rock_02 (Instance 35),32841.56,21366.37,5111.97,297,100,2048,0,0,0,0,0,1854,1.100000,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
567,646,em_rockface_00 (Instance 16),20534.12,47855.44,6975.55,168,100,2048,0,0,0,0,0,1870,2.947346,-0.045238,0.195905,-0.979579,,0,0,0,0,0,0,0
568,646,em_rockface_00 (Instance 17),21147.91,48186.20,7163.62,191,100,2048,0,0,0,0,0,1871,2.950001,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
569,647,em_rockface_01 (Instance 8),21066.61,48722.30,7571.02,191,100,2048,0,0,0,0,0,1872,2.957792,-0.036765,-0.122208,0.991823,,0,0,0,0,0,0,0
570,646,em_rockface_00 (Instance 18),20937.62,48614.03,7549.62,177,100,2048,0,0,0,0,0,1873,3.085776,0.020943,0.051802,-0.998438,,0,0,0,0,0,0,0
571,663,em_shrub02_var00 (Instance 117),21365.18,49096.75,7634.45,45,83,2048,0,0,1,0,0,1874,0.784847,0.000000,0.000000,-1.000000,Name1,0,0,0,0,0,0,0
572,646,em_rockface_00 (Instance 21),20616.32,50320.59,7180.35,34,100,2048,0,0,0,0,0,1880,0.618467,0.083781,0.283318,-0.955359,,0,0,0,0,0,0,0
573,643,em_rock_03 (Instance 13),20508.08,49642.44,7692.50,254,89,2048,0,0,0,0,0,1881,1.850000,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
574,640,em_rock_00 (Instance 56),20268.07,49653.83,7513.85,95,177,2048,0,0,0,0,0,1882,1.650422,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
575,640,em_rock_00 (Instance 60),20230.53,50319.86,7117.95,256,162,2048,0,0,0,0,0,1889,2.091298,0.433408,0.115897,0.893715,,0,0,0,0,0,0,0
576,640,em_rock_00 (Instance 61),21056.01,49945.72,7589.14,286,110,2048,0,0,0,0,0,1890,1.329436,0.100918,0.515260,0.851072,,0,0,0,0,0,0,0
577,663,em_shrub02_var00 (Instance 121),21446.97,48342.09,7243.05,83,60,2048,0,0,1,0,0,1894,1.440643,0.000000,0.000000,-1.000000,Name1,0,0,0,0,0,0,0
578,663,em_shrub02_var00 (Instance 122),20734.00,47921.22,7084.42,109,62,2048,0,0,1,0,0,1895,2.008908,0.272256,-0.234567,-0.933196,Name1,0,0,0,0,0,0,0
579,663,em_shrub02_var00 (Instance 123),21123.16,50862.72,7092.32,8,86,2048,0,0,1,0,0,1896,0.140747,0.000000,0.000000,-1.000000,Name1,0,0,0,0,0,0,0
580,644,em_rock_04 (Instance 15),21320.34,46052.06,7004.03,180,100,2048,0,0,0,0,0,1909,2.538082,0.039111,-0.991439,0.124579,,0,0,0,0,0,0,0
581,640,em_rock_00 (Instance 62),21168.79,46003.46,6986.63,277,183,2048,0,0,0,0,0,1910,1.447907,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
582,645,em_rock_05 (Instance 8),25120.14,46905.23,7359.15,309,100,2048,0,0,0,0,0,1911,1.269599,0.590819,-0.180044,0.786458,,0,0,0,0,0,0,0
583,641,em_rock_01 (Instance 30),25016.19,47020.96,7373.62,288,100,2048,0,0,0,0,0,1912,1.250000,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
584,640,em_rock_00 (Instance 63),25912.62,42746.32,7032.00,176,113,2048,0,0,0,0,0,1913,3.070740,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
585,641,em_rock_01 (Instance 31),25822.76,42793.64,7024.00,21,100,2048,0,0,0,0,0,1914,0.713655,0.136606,-0.903865,-0.405421,,0,0,0,0,0,0,0
586,642,em_rock_02 (Instance 36),27631.83,27442.45,5490.02,297,100,2048,0,0,0,0,0,1915,1.163396,-0.188995,0.308258,0.932340,,0,0,0,0,0,0,0
587,640,em_rock_00 (Instance 64),27580.91,27368.12,5496.00,100,200,2048,0,0,0,0,0,1916,1.997017,-0.413369,0.311185,-0.855740,,0,0,0,0,0,0,0
588,766,ge_warcamp_order_mess01 (Instance 0),28948.31,19860.92,5101.06,167,100,2048,0,0,0,0,0,1919,2.916370,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
589,765,ge_warcamp_order_command01 (Instance 0),27318.20,18522.86,5143.54,314,100,2048,0,0,0,0,0,1921,0.800001,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
590,458,dw_gyropad01 (Instance 0),26448.54,19396.73,5268.00,265,100,2048,0,0,0,0,0,1924,1.650000,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
591,459,dw_gyropad01_steps (Instance 0),26784.30,19370.05,5268.00,265,100,2048,0,0,0,0,0,1925,1.649991,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
592,646,em_rockface_00 (Instance 23),26713.44,18978.30,5147.89,191,100,2048,0,0,0,0,0,1927,2.910841,0.035849,-0.295330,0.954723,,0,0,0,0,0,0,0
593,647,em_rockface_01 (Instance 13),26813.66,19028.39,5183.72,220,100,2048,0,0,0,0,0,1929,2.457519,-0.089691,-0.246617,0.964954,,0,0,0,0,0,0,0
594,641,em_rock_01 (Instance 32),26836.67,19082.26,5238.76,283,138,2048,0,0,0,0,0,1930,1.418306,-0.278989,-0.317925,0.906139,,0,0,0,0,0,0,0
595,663,em_shrub02_var00 (Instance 125),27067.45,19006.86,5199.57,262,52,2048,0,0,1,0,0,1935,1.706030,0.000000,0.000000,1.000000,Name1,0,0,0,0,0,0,0
596,663,em_shrub02_var00 (Instance 126),26419.70,19008.21,5257.56,229,84,2048,0,0,1,0,0,1936,2.290687,0.000000,0.000000,1.000000,Name1,0,0,0,0,0,0,0
597,641,em_rock_01 (Instance 33),27195.34,19809.68,5111.88,120,190,2048,0,0,0,0,0,1938,2.674409,0.496430,-0.857067,0.137817,,0,0,0,0,0,0,0
598,642,em_rock_02 (Instance 37),27297.33,19898.99,5105.58,0,100,2048,0,0,0,0,0,1939,0.668790,0.890323,0.434993,-0.134559,,0,0,0,0,0,0,0
599,640,em_rock_00 (Instance 66),27281.07,19770.04,5128.03,29,196,2048,0,0,0,0,0,1940,0.713257,-0.685373,0.180158,-0.705554,,0,0,0,0,0,0,0
600,643,em_rock_03 (Instance 15),27422.45,20161.21,5086.92,0,100,2048,0,0,0,0,0,1942,0.450000,0.000000,-1.000000,0.000000,,0,0,0,0,0,0,0
601,640,em_rock_00 (Instance 67),27366.54,20128.35,5168.06,170,144,2048,0,0,0,0,0,1943,2.974583,-0.319182,-0.028202,-0.947274,,0,0,0,0,0,0,0
602,663,em_shrub02_var00 (Instance 127),27358.55,19799.28,5138.18,105,73,2048,0,0,1,0,0,1944,1.833930,0.000000,0.000000,-1.000000,Name1,0,0,0,0,0,0,0
603,663,em_shrub02_var00 (Instance 128),27445.15,20013.68,5119.58,290,104,2048,0,0,1,0,0,1945,1.224538,0.000000,0.000000,1.000000,Name1,0,0,0,0,0,0,0
604,686,em_tree07_var00 (Instance 2),51197.86,6743.38,5269.85,0,100,2048,0,0,0,0,0,1948,0.000000,1.000000,0.000000,0.000000,Name4,0,0,0,0,0,0,0
605,685,em_tree06_var00 (Instance 56),51223.04,8158.42,5029.90,53,105,2048,0,0,0,0,0,1949,0.925024,0.000000,0.000000,-1.000000,Name4,0,0,0,0,0,0,0
606,685,em_tree06_var00 (Instance 57),52037.11,8255.08,5016.79,232,89,2048,0,0,0,0,0,1950,2.237188,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
607,681,em_tree02_var00 (Instance 61),51653.94,7527.79,5073.16,103,111,2048,0,0,0,0,0,1951,1.797689,0.000000,0.000000,-1.000000,Name4,0,0,0,0,0,0,0
608,681,em_tree02_var00 (Instance 62),51012.95,9124.20,5042.83,4,84,2048,0,0,0,0,0,1952,0.078233,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
609,683,em_tree04_var00 (Instance 98),53171.71,8158.57,4967.33,73,192,2048,0,0,0,0,0,1953,1.273036,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
610,683,em_tree04_var00 (Instance 99),50469.34,7667.24,5358.66,270,151,2048,0,0,0,0,0,1957,1.571417,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
611,686,em_tree07_var00 (Instance 3),50281.54,8382.11,5254.27,0,130,2048,0,0,0,0,0,1958,0.000000,1.000000,0.000000,0.000000,,0,0,0,0,0,0,0
612,686,em_tree07_var00 (Instance 5),52600.88,7580.86,4989.28,0,100,2048,0,0,0,0,0,1960,0.000000,1.000000,0.000000,0.000000,,0,0,0,0,0,0,0
613,684,em_tree05_var00 (Instance 63),56215.54,5731.70,5149.88,35,113,2048,0,0,0,0,0,1962,0.610866,0.000000,0.000000,-1.000000,Name4,0,0,0,0,0,0,0
614,685,em_tree06_var00 (Instance 58),57098.06,5990.81,5319.56,254,105,2048,0,0,0,0,0,1964,1.858475,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
615,685,em_tree06_var00 (Instance 59),56201.94,5083.24,5177.24,116,63,2048,0,0,0,0,0,1965,2.019547,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
616,683,em_tree04_var00 (Instance 100),57388.19,3744.93,5318.07,233,198,2048,0,0,0,0,0,1969,2.217877,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
617,686,em_tree07_var00 (Instance 7),57739.59,4303.79,5373.92,337,138,2048,0,0,0,0,0,1971,0.400000,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
618,686,em_tree07_var00 (Instance 8),57786.05,5347.38,5565.15,52,158,2048,0,0,0,0,0,1972,0.900000,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
619,643,em_rock_03 (Instance 16),58042.32,4092.74,5361.77,0,100,2048,0,0,0,0,0,1973,0.400000,0.000000,1.000000,0.000000,,0,0,0,0,0,0,0
620,642,em_rock_02 (Instance 38),57867.91,4055.95,5298.98,72,100,2048,0,0,0,0,0,1975,1.250000,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
621,641,em_rock_01 (Instance 34),57723.32,3946.42,5285.98,0,172,2048,0,0,0,0,0,1976,0.000000,1.000000,0.000000,0.000000,,0,0,0,0,0,0,0
622,640,em_rock_00 (Instance 68),57937.97,3959.95,5327.91,30,160,2048,0,0,0,0,0,1977,0.531930,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
623,640,em_rock_00 (Instance 69),57609.29,3996.24,5290.21,356,194,2048,0,0,0,0,0,1979,0.308058,-0.034213,0.973440,0.226372,,0,0,0,0,0,0,0
624,648,em_rockface_02 (Instance 12),59162.20,2373.90,5484.41,100,100,2048,0,0,0,0,0,1980,1.750000,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
625,646,em_rockface_00 (Instance 22),59568.61,1002.46,5435.49,120,100,2048,0,0,0,0,0,1981,2.099837,0.018041,0.089209,-0.995849,,0,0,0,0,0,0,0
626,647,em_rockface_01 (Instance 12),59315.29,1661.14,5396.09,116,100,2048,0,0,0,0,0,1982,2.014387,0.095514,0.148755,-0.984250,,0,0,0,0,0,0,0
627,647,em_rockface_01 (Instance 13),58994.68,2526.66,5399.47,124,100,2048,0,0,0,0,0,1983,2.155006,0.056007,0.162540,-0.985111,,0,0,0,0,0,0,0
628,644,em_rock_04 (Instance 18),59195.36,1428.49,5291.10,135,100,2048,0,0,0,0,0,1984,3.103276,-0.383253,0.921031,0.069428,,0,0,0,0,0,0,0
629,642,em_rock_02 (Instance 39),59343.21,1381.83,5399.00,263,100,2048,0,0,0,0,0,1985,1.700000,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
630,663,em_shrub02_var00 (Instance 124),59256.12,1493.68,5380.06,320,109,2048,0,0,1,0,0,1986,0.762908,0.138424,-0.376802,0.915892,Name1,0,0,0,0,0,0,0
631,663,em_shrub02_var00 (Instance 125),59619.74,1495.91,5564.47,161,109,2048,0,0,1,0,0,1987,2.814505,0.000000,0.000000,-1.000000,Name1,0,0,0,0,0,0,0
632,663,em_shrub02_var00 (Instance 126),58985.03,2269.24,5358.70,165,73,2048,0,0,1,0,0,1988,2.883396,0.000000,0.000000,-1.000000,Name1,0,0,0,0,0,0,0
633,643,em_rock_03 (Instance 17),59936.57,1010.62,5609.46,331,100,2048,0,0,0,0,0,1989,0.500000,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
634,641,em_rock_01 (Instance 35),59923.02,1192.36,5627.60,0,168,2048,0,0,0,0,0,1990,0.000000,1.000000,0.000000,0.000000,,0,0,0,0,0,0,0
635,640,em_rock_00 (Instance 70),59914.52,838.90,5593.78,293,187,2048,0,0,0,0,0,1991,1.162026,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
636,489,em_boulder_large_a (Instance 6),59961.79,1594.73,5808.10,61,100,2048,0,0,0,0,0,1992,1.328429,-0.523729,-0.009344,-0.851834,,0,0,0,0,0,0,0
637,645,em_rock_05 (Instance 9),60106.09,2028.79,5848.60,20,182,2048,0,0,0,0,0,1993,0.350000,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
638,643,em_rock_03 (Instance 18),59768.01,2133.16,5824.65,0,100,2048,0,0,0,0,0,1994,0.000000,1.000000,0.000000,0.000000,,0,0,0,0,0,0,0
639,643,em_rock_03 (Instance 19),60378.81,1782.75,5942.70,0,100,2048,0,0,0,0,0,1995,0.000000,1.000000,0.000000,0.000000,,0,0,0,0,0,0,0
640,643,em_rock_03 (Instance 20),59777.89,887.48,5559.64,0,100,2048,0,0,0,0,0,1996,0.000000,1.000000,0.000000,0.000000,,0,0,0,0,0,0,0
641,643,em_rock_03 (Instance 21),59675.43,579.62,5375.97,119,100,2048,0,0,0,0,0,1997,2.126861,0.268186,0.156848,-0.950513,,0,0,0,0,0,0,0
642,640,em_rock_00 (Instance 71),59723.18,660.45,5463.20,45,210,2048,0,0,0,0,0,1998,0.792092,0.000000,0.000000,-1.000000,,0,0,0,0,0,0,0
643,683,em_tree04_var00 (Instance 101),59060.03,2133.01,5369.54,222,140,2048,0,0,0,0,0,2000,2.401561,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
644,490,em_boulder_large_b (Instance 4),58936.18,3464.94,5498.15,327,100,2048,0,0,0,0,0,2001,1.420669,0.663453,-0.449810,0.597914,,0,0,0,0,0,0,0
645,640,em_rock_00 (Instance 72),58769.85,3127.99,5588.69,278,178,2048,0,0,0,0,0,2002,1.431056,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
646,641,em_rock_01 (Instance 36),58547.86,3202.59,5492.49,323,190,2048,0,0,0,0,0,2003,0.910996,0.231770,-0.687853,0.687853,,0,0,0,0,0,0,0
647,684,em_tree05_var00 (Instance 66),56867.91,9892.43,5443.82,309,86,2048,0,0,0,0,0,2004,0.896447,0.000000,0.000000,1.000000,,0,0,0,0,0,0,0
